Test Name,Category,Real Vulnerability,Severity,Impacts,Security Standards
BenchmarkTest01305.java,javasecurity:S3649,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:89, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.4, owaspAsvs-4.0:5.3.5, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222607, stig-ASD_V5R3:V-222609"
BenchmarkTest01306.java,javasecurity:S3649,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:89, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.4, owaspAsvs-4.0:5.3.5, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222607, stig-ASD_V5R3:V-222609"
BenchmarkTest01307.java,javasecurity:S3649,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:89, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.4, owaspAsvs-4.0:5.3.5, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222607, stig-ASD_V5R3:V-222609"
BenchmarkTest01308.java,javasecurity:S3649,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:89, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.4, owaspAsvs-4.0:5.3.5, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222607, stig-ASD_V5R3:V-222609"
BenchmarkTest01311.java,javasecurity:S3649,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:89, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.4, owaspAsvs-4.0:5.3.5, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222607, stig-ASD_V5R3:V-222609"
BenchmarkTest01312.java,javasecurity:S3649,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:89, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.4, owaspAsvs-4.0:5.3.5, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222607, stig-ASD_V5R3:V-222609"
BenchmarkTest01313.java,javasecurity:S3649,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:89, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.4, owaspAsvs-4.0:5.3.5, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222607, stig-ASD_V5R3:V-222609"
BenchmarkTest01314.java,javasecurity:S3649,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:89, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.4, owaspAsvs-4.0:5.3.5, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222607, stig-ASD_V5R3:V-222609"
BenchmarkTest01315.java,javasecurity:S3649,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:89, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.4, owaspAsvs-4.0:5.3.5, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222607, stig-ASD_V5R3:V-222609"
BenchmarkTest01316.java,javasecurity:S2091,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:643, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.10, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222608, stig-ASD_V5R3:V-222609"
BenchmarkTest01317.java,java:S5542,true,CRITICAL,"[{'softwareQuality': 'SECURITY', 'severity': 'HIGH'}]","cwe:327, cwe:780, owaspAsvs-4.0:2.9.3, owaspAsvs-4.0:6.2.2, owaspAsvs-4.0:8.3.7, owaspTop10-2021:a2, owaspTop10:a3, owaspTop10:a6, pciDss-3.2:4.1, pciDss-3.2:6.5.3, pciDss-3.2:6.5.4, pciDss-4.0:4.2.1, pciDss-4.0:6.2.4"
BenchmarkTest01317.java,java:S5547,true,CRITICAL,"[{'softwareQuality': 'SECURITY', 'severity': 'HIGH'}]","cwe:326, cwe:327, owaspAsvs-4.0:6.2.2, owaspAsvs-4.0:6.2.3, owaspAsvs-4.0:6.2.5, owaspAsvs-4.0:8.3.7, owaspTop10-2021:a2, owaspTop10:a3, owaspTop10:a6, pciDss-3.2:4.1, pciDss-3.2:6.5.3, pciDss-3.2:6.5.4, pciDss-4.0:4.2.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222396"
BenchmarkTest01318.java,java:S5542,true,CRITICAL,"[{'softwareQuality': 'SECURITY', 'severity': 'HIGH'}]","cwe:327, cwe:780, owaspAsvs-4.0:2.9.3, owaspAsvs-4.0:6.2.2, owaspAsvs-4.0:8.3.7, owaspTop10-2021:a2, owaspTop10:a3, owaspTop10:a6, pciDss-3.2:4.1, pciDss-3.2:6.5.3, pciDss-3.2:6.5.4, pciDss-4.0:4.2.1, pciDss-4.0:6.2.4"
BenchmarkTest01318.java,java:S5547,true,CRITICAL,"[{'softwareQuality': 'SECURITY', 'severity': 'HIGH'}]","cwe:326, cwe:327, owaspAsvs-4.0:6.2.2, owaspAsvs-4.0:6.2.3, owaspAsvs-4.0:6.2.5, owaspAsvs-4.0:8.3.7, owaspTop10-2021:a2, owaspTop10:a3, owaspTop10:a6, pciDss-3.2:4.1, pciDss-3.2:6.5.3, pciDss-3.2:6.5.4, pciDss-4.0:4.2.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222396"
BenchmarkTest01320.java,java:S5542,true,CRITICAL,"[{'softwareQuality': 'SECURITY', 'severity': 'HIGH'}]","cwe:327, cwe:780, owaspAsvs-4.0:2.9.3, owaspAsvs-4.0:6.2.2, owaspAsvs-4.0:8.3.7, owaspTop10-2021:a2, owaspTop10:a3, owaspTop10:a6, pciDss-3.2:4.1, pciDss-3.2:6.5.3, pciDss-3.2:6.5.4, pciDss-4.0:4.2.1, pciDss-4.0:6.2.4"
BenchmarkTest01320.java,java:S5547,true,CRITICAL,"[{'softwareQuality': 'SECURITY', 'severity': 'HIGH'}]","cwe:326, cwe:327, owaspAsvs-4.0:6.2.2, owaspAsvs-4.0:6.2.3, owaspAsvs-4.0:6.2.5, owaspAsvs-4.0:8.3.7, owaspTop10-2021:a2, owaspTop10:a3, owaspTop10:a6, pciDss-3.2:4.1, pciDss-3.2:6.5.3, pciDss-3.2:6.5.4, pciDss-4.0:4.2.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222396"
BenchmarkTest01322.java,java:S5542,true,CRITICAL,"[{'softwareQuality': 'SECURITY', 'severity': 'HIGH'}]","cwe:327, cwe:780, owaspAsvs-4.0:2.9.3, owaspAsvs-4.0:6.2.2, owaspAsvs-4.0:8.3.7, owaspTop10-2021:a2, owaspTop10:a3, owaspTop10:a6, pciDss-3.2:4.1, pciDss-3.2:6.5.3, pciDss-3.2:6.5.4, pciDss-4.0:4.2.1, pciDss-4.0:6.2.4"
BenchmarkTest01322.java,java:S5547,true,CRITICAL,"[{'softwareQuality': 'SECURITY', 'severity': 'HIGH'}]","cwe:326, cwe:327, owaspAsvs-4.0:6.2.2, owaspAsvs-4.0:6.2.3, owaspAsvs-4.0:6.2.5, owaspAsvs-4.0:8.3.7, owaspTop10-2021:a2, owaspTop10:a3, owaspTop10:a6, pciDss-3.2:4.1, pciDss-3.2:6.5.3, pciDss-3.2:6.5.4, pciDss-4.0:4.2.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222396"
BenchmarkTest01323.java,java:S5542,true,CRITICAL,"[{'softwareQuality': 'SECURITY', 'severity': 'HIGH'}]","cwe:327, cwe:780, owaspAsvs-4.0:2.9.3, owaspAsvs-4.0:6.2.2, owaspAsvs-4.0:8.3.7, owaspTop10-2021:a2, owaspTop10:a3, owaspTop10:a6, pciDss-3.2:4.1, pciDss-3.2:6.5.3, pciDss-3.2:6.5.4, pciDss-4.0:4.2.1, pciDss-4.0:6.2.4"
BenchmarkTest01323.java,java:S5547,true,CRITICAL,"[{'softwareQuality': 'SECURITY', 'severity': 'HIGH'}]","cwe:326, cwe:327, owaspAsvs-4.0:6.2.2, owaspAsvs-4.0:6.2.3, owaspAsvs-4.0:6.2.5, owaspAsvs-4.0:8.3.7, owaspTop10-2021:a2, owaspTop10:a3, owaspTop10:a6, pciDss-3.2:4.1, pciDss-3.2:6.5.3, pciDss-3.2:6.5.4, pciDss-4.0:4.2.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222396"
BenchmarkTest01325.java,java:S5542,true,CRITICAL,"[{'softwareQuality': 'SECURITY', 'severity': 'HIGH'}]","cwe:327, cwe:780, owaspAsvs-4.0:2.9.3, owaspAsvs-4.0:6.2.2, owaspAsvs-4.0:8.3.7, owaspTop10-2021:a2, owaspTop10:a3, owaspTop10:a6, pciDss-3.2:4.1, pciDss-3.2:6.5.3, pciDss-3.2:6.5.4, pciDss-4.0:4.2.1, pciDss-4.0:6.2.4"
BenchmarkTest01325.java,java:S5547,true,CRITICAL,"[{'softwareQuality': 'SECURITY', 'severity': 'HIGH'}]","cwe:326, cwe:327, owaspAsvs-4.0:6.2.2, owaspAsvs-4.0:6.2.3, owaspAsvs-4.0:6.2.5, owaspAsvs-4.0:8.3.7, owaspTop10-2021:a2, owaspTop10:a3, owaspTop10:a6, pciDss-3.2:4.1, pciDss-3.2:6.5.3, pciDss-3.2:6.5.4, pciDss-4.0:4.2.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222396"
BenchmarkTest01326.java,javasecurity:S2078,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:90, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.7, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222609"
BenchmarkTest01330.java,javasecurity:S2083,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:22, owaspAsvs-4.0:12.3.1, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspTop10-2021:a1, owaspTop10-2021:a3, owaspTop10:a1, owaspTop10:a5, pciDss-3.2:6.5.8, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222609"
BenchmarkTest01335.java,javasecurity:S5131,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:79, owaspAsvs-4.0:5.3.3, owaspTop10-2021:a3, owaspTop10:a7, pciDss-3.2:6.5.7, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222602, stig-ASD_V5R3:V-222609"
BenchmarkTest01336.java,javasecurity:S5131,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:79, owaspAsvs-4.0:5.3.3, owaspTop10-2021:a3, owaspTop10:a7, pciDss-3.2:6.5.7, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222602, stig-ASD_V5R3:V-222609"
BenchmarkTest01337.java,javasecurity:S5131,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:79, owaspAsvs-4.0:5.3.3, owaspTop10-2021:a3, owaspTop10:a7, pciDss-3.2:6.5.7, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222602, stig-ASD_V5R3:V-222609"
BenchmarkTest01344.java,javasecurity:S5131,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:79, owaspAsvs-4.0:5.3.3, owaspTop10-2021:a3, owaspTop10:a7, pciDss-3.2:6.5.7, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222602, stig-ASD_V5R3:V-222609"
BenchmarkTest01345.java,javasecurity:S5131,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:79, owaspAsvs-4.0:5.3.3, owaspTop10-2021:a3, owaspTop10:a7, pciDss-3.2:6.5.7, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222602, stig-ASD_V5R3:V-222609"
BenchmarkTest01346.java,javasecurity:S5131,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:79, owaspAsvs-4.0:5.3.3, owaspTop10-2021:a3, owaspTop10:a7, pciDss-3.2:6.5.7, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222602, stig-ASD_V5R3:V-222609"
BenchmarkTest01349.java,javasecurity:S5131,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:79, owaspAsvs-4.0:5.3.3, owaspTop10-2021:a3, owaspTop10:a7, pciDss-3.2:6.5.7, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222602, stig-ASD_V5R3:V-222609"
BenchmarkTest01350.java,javasecurity:S5131,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:79, owaspAsvs-4.0:5.3.3, owaspTop10-2021:a3, owaspTop10:a7, pciDss-3.2:6.5.7, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222602, stig-ASD_V5R3:V-222609"
BenchmarkTest01360.java,javasecurity:S2076,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:78, owaspAsvs-4.0:12.3.5, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.8, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222604, stig-ASD_V5R3:V-222609"
BenchmarkTest01361.java,javasecurity:S6547,true,MAJOR,"[{'softwareQuality': 'SECURITY', 'severity': 'MEDIUM'}]","cwe:20, cwe:454, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspTop10-2021:a3, owaspTop10:a1, stig-ASD_V5R3:V-222609"
BenchmarkTest01363.java,javasecurity:S6547,true,MAJOR,"[{'softwareQuality': 'SECURITY', 'severity': 'MEDIUM'}]","cwe:20, cwe:454, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspTop10-2021:a3, owaspTop10:a1, stig-ASD_V5R3:V-222609"
BenchmarkTest01364.java,javasecurity:S6547,true,MAJOR,"[{'softwareQuality': 'SECURITY', 'severity': 'MEDIUM'}]","cwe:20, cwe:454, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspTop10-2021:a3, owaspTop10:a1, stig-ASD_V5R3:V-222609"
BenchmarkTest01365.java,javasecurity:S2076,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:78, owaspAsvs-4.0:12.3.5, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.8, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222604, stig-ASD_V5R3:V-222609"
BenchmarkTest01379.java,javasecurity:S3649,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:89, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.4, owaspAsvs-4.0:5.3.5, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222607, stig-ASD_V5R3:V-222609"
BenchmarkTest01380.java,javasecurity:S3649,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:89, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.4, owaspAsvs-4.0:5.3.5, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222607, stig-ASD_V5R3:V-222609"
BenchmarkTest01381.java,javasecurity:S3649,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:89, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.4, owaspAsvs-4.0:5.3.5, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222607, stig-ASD_V5R3:V-222609"
BenchmarkTest01382.java,javasecurity:S3649,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:89, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.4, owaspAsvs-4.0:5.3.5, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222607, stig-ASD_V5R3:V-222609"
BenchmarkTest01383.java,javasecurity:S3649,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:89, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.4, owaspAsvs-4.0:5.3.5, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222607, stig-ASD_V5R3:V-222609"
BenchmarkTest01384.java,javasecurity:S3649,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:89, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.4, owaspAsvs-4.0:5.3.5, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222607, stig-ASD_V5R3:V-222609"
BenchmarkTest01385.java,javasecurity:S3649,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:89, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.4, owaspAsvs-4.0:5.3.5, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222607, stig-ASD_V5R3:V-222609"
BenchmarkTest01387.java,javasecurity:S3649,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:89, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.4, owaspAsvs-4.0:5.3.5, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222607, stig-ASD_V5R3:V-222609"
BenchmarkTest01388.java,javasecurity:S3649,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:89, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.4, owaspAsvs-4.0:5.3.5, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222607, stig-ASD_V5R3:V-222609"
BenchmarkTest01389.java,javasecurity:S3649,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:89, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.4, owaspAsvs-4.0:5.3.5, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222607, stig-ASD_V5R3:V-222609"
BenchmarkTest01390.java,javasecurity:S3649,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:89, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.4, owaspAsvs-4.0:5.3.5, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222607, stig-ASD_V5R3:V-222609"
BenchmarkTest01391.java,javasecurity:S3649,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:89, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.4, owaspAsvs-4.0:5.3.5, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222607, stig-ASD_V5R3:V-222609"
BenchmarkTest01392.java,javasecurity:S3649,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:89, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.4, owaspAsvs-4.0:5.3.5, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222607, stig-ASD_V5R3:V-222609"
BenchmarkTest01394.java,javasecurity:S3649,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:89, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.4, owaspAsvs-4.0:5.3.5, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222607, stig-ASD_V5R3:V-222609"
BenchmarkTest01395.java,javasecurity:S3649,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:89, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.4, owaspAsvs-4.0:5.3.5, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222607, stig-ASD_V5R3:V-222609"
BenchmarkTest01396.java,javasecurity:S3649,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:89, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.4, owaspAsvs-4.0:5.3.5, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222607, stig-ASD_V5R3:V-222609"
BenchmarkTest01397.java,javasecurity:S2091,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:643, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.10, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222608, stig-ASD_V5R3:V-222609"
BenchmarkTest01398.java,java:S5542,true,CRITICAL,"[{'softwareQuality': 'SECURITY', 'severity': 'HIGH'}]","cwe:327, cwe:780, owaspAsvs-4.0:2.9.3, owaspAsvs-4.0:6.2.2, owaspAsvs-4.0:8.3.7, owaspTop10-2021:a2, owaspTop10:a3, owaspTop10:a6, pciDss-3.2:4.1, pciDss-3.2:6.5.3, pciDss-3.2:6.5.4, pciDss-4.0:4.2.1, pciDss-4.0:6.2.4"
BenchmarkTest01398.java,java:S5547,true,CRITICAL,"[{'softwareQuality': 'SECURITY', 'severity': 'HIGH'}]","cwe:326, cwe:327, owaspAsvs-4.0:6.2.2, owaspAsvs-4.0:6.2.3, owaspAsvs-4.0:6.2.5, owaspAsvs-4.0:8.3.7, owaspTop10-2021:a2, owaspTop10:a3, owaspTop10:a6, pciDss-3.2:4.1, pciDss-3.2:6.5.3, pciDss-3.2:6.5.4, pciDss-4.0:4.2.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222396"
BenchmarkTest01401.java,java:S5542,true,CRITICAL,"[{'softwareQuality': 'SECURITY', 'severity': 'HIGH'}]","cwe:327, cwe:780, owaspAsvs-4.0:2.9.3, owaspAsvs-4.0:6.2.2, owaspAsvs-4.0:8.3.7, owaspTop10-2021:a2, owaspTop10:a3, owaspTop10:a6, pciDss-3.2:4.1, pciDss-3.2:6.5.3, pciDss-3.2:6.5.4, pciDss-4.0:4.2.1, pciDss-4.0:6.2.4"
BenchmarkTest01402.java,javasecurity:S2078,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:90, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspAsvs-4.0:5.3.7, owaspTop10-2021:a3, owaspTop10:a1, pciDss-3.2:6.5.1, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222609"
BenchmarkTest01403.java,javasecurity:S6549,true,MAJOR,"[{'softwareQuality': 'SECURITY', 'severity': 'MEDIUM'}]","cwe:20, cwe:22, owaspAsvs-4.0:12.3.1, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspTop10-2021:a1, owaspTop10-2021:a3, owaspTop10:a1, owaspTop10:a5, pciDss-3.2:6.5.8, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222609"
BenchmarkTest01405.java,javasecurity:S2083,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:22, owaspAsvs-4.0:12.3.1, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspTop10-2021:a1, owaspTop10-2021:a3, owaspTop10:a1, owaspTop10:a5, pciDss-3.2:6.5.8, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222609"
BenchmarkTest01406.java,javasecurity:S2083,true,BLOCKER,"[{'softwareQuality': 'SECURITY', 'severity': 'BLOCKER'}]","cwe:20, cwe:22, owaspAsvs-4.0:12.3.1, owaspAsvs-4.0:5.1.3, owaspAsvs-4.0:5.1.4, owaspTop10-2021:a1, owaspTop10-2021:a3, owaspTop10:a1, owaspTop10:a5, pciDss-3.2:6.5.8, pciDss-4.0:6.2.4, stig-ASD_V5R3:V-222609"
