file_name,cwe,severity
BenchmarkTest02577,"[327, 328]",high
BenchmarkTest02575,"[327, 328]",high
BenchmarkTest02574,"[327, 328]",high
BenchmarkTest02573,"[327, 328]",high
BenchmarkTest02552,"[327, 328]",high
BenchmarkTest02479,"[327, 328]",high
BenchmarkTest02478,"[327, 328]",high
BenchmarkTest02476,"[327, 328]",high
BenchmarkTest02475,"[327, 328]",high
BenchmarkTest02474,"[327, 328]",high
BenchmarkTest02393,"[327, 328]",high
BenchmarkTest02392,"[327, 328]",high
BenchmarkTest02391,"[327, 328]",high
BenchmarkTest02388,"[327, 328]",high
BenchmarkTest02387,"[327, 328]",high
BenchmarkTest02386,"[327, 328]",high
BenchmarkTest02385,"[327, 328]",high
BenchmarkTest02385,"[327, 328]",high
BenchmarkTest02375,"[327, 328]",high
BenchmarkTest02311,"[327, 328]",high
BenchmarkTest02308,"[327, 328]",high
BenchmarkTest02307,"[327, 328]",high
BenchmarkTest02307,"[327, 328]",high
BenchmarkTest02298,"[327, 328]",high
BenchmarkTest02297,"[327, 328]",high
BenchmarkTest02296,"[327, 328]",high
BenchmarkTest02220,"[327, 328]",high
BenchmarkTest02219,"[327, 328]",high
BenchmarkTest02217,"[327, 328]",high
BenchmarkTest02213,"[327, 328]",high
BenchmarkTest02212,"[327, 328]",high
BenchmarkTest02211,"[327, 328]",high
BenchmarkTest02121,"[327, 328]",high
BenchmarkTest02118,"[327, 328]",high
BenchmarkTest02118,"[327, 328]",high
BenchmarkTest02103,"[327, 328]",high
BenchmarkTest02044,"[327, 328]",high
BenchmarkTest02043,"[327, 328]",high
BenchmarkTest02042,"[327, 328]",high
BenchmarkTest02024,"[327, 328]",high
BenchmarkTest02023,"[327, 328]",high
BenchmarkTest02022,"[327, 328]",high
BenchmarkTest01997,"[327, 328]",high
BenchmarkTest01998,"[327, 328]",high
BenchmarkTest01996,"[327, 328]",high
BenchmarkTest01982,"[327, 328]",high
BenchmarkTest01981,"[327, 328]",high
BenchmarkTest01980,"[327, 328]",high
BenchmarkTest01911,"[327, 328]",high
BenchmarkTest01911,"[327, 328]",high
BenchmarkTest01901,"[327, 328]",high
BenchmarkTest01900,"[327, 328]",high
BenchmarkTest01846,"[327, 328]",high
BenchmarkTest01846,"[327, 328]",high
BenchmarkTest01845,"[327, 328]",high
BenchmarkTest01845,"[327, 328]",high
BenchmarkTest01844,"[327, 328]",high
BenchmarkTest01844,"[327, 328]",high
BenchmarkTest01829,"[327, 328]",high
BenchmarkTest01830,"[327, 328]",high
BenchmarkTest01766,"[327, 328]",high
BenchmarkTest01765,"[327, 328]",high
BenchmarkTest01761,"[327, 328]",high
BenchmarkTest01757,"[327, 328]",high
BenchmarkTest01757,"[327, 328]",high
BenchmarkTest01742,"[327, 328]",high
BenchmarkTest01741,"[327, 328]",high
BenchmarkTest01740,"[327, 328]",high
BenchmarkTest01656,"[327, 328]",high
BenchmarkTest01655,"[327, 328]",high
BenchmarkTest01654,"[327, 328]",high
BenchmarkTest01653,"[327, 328]",high
BenchmarkTest01651,"[327, 328]",high
BenchmarkTest01650,"[327, 328]",high
BenchmarkTest01649,"[327, 328]",high
BenchmarkTest01641,"[327, 328]",high
BenchmarkTest01582,"[327, 328]",high
BenchmarkTest01581,"[327, 328]",high
BenchmarkTest01580,"[327, 328]",high
BenchmarkTest01579,"[327, 328]",high
BenchmarkTest01577,"[327, 328]",high
BenchmarkTest01566,"[327, 328]",high
BenchmarkTest01567,"[327, 328]",high
BenchmarkTest01504,"[327, 328]",high
BenchmarkTest01503,"[327, 328]",high
BenchmarkTest01503,"[327, 328]",high
BenchmarkTest01489,"[327, 328]",high
BenchmarkTest01416,"[327, 328]",high
BenchmarkTest01415,"[327, 328]",high
BenchmarkTest01414,"[327, 328]",high
BenchmarkTest01411,"[327, 328]",high
BenchmarkTest01401,"[327, 328]",high
BenchmarkTest01334,"[327, 328]",high
BenchmarkTest01333,"[327, 328]",high
BenchmarkTest01325,"[327, 328]",high
BenchmarkTest01250,"[327, 328]",high
BenchmarkTest01249,"[327, 328]",high
BenchmarkTest01248,"[327, 328]",high
BenchmarkTest01247,"[327, 328]",high
BenchmarkTest01246,"[327, 328]",high
BenchmarkTest01244,"[327, 328]",high
BenchmarkTest01244,"[327, 328]",high
BenchmarkTest01230,"[327, 328]",high
BenchmarkTest01170,"[327, 328]",high
BenchmarkTest01169,"[327, 328]",high
BenchmarkTest01168,"[327, 328]",high
BenchmarkTest01166,"[327, 328]",high
BenchmarkTest01167,"[327, 328]",high
BenchmarkTest01165,"[327, 328]",high
BenchmarkTest01153,"[327, 328]",high
BenchmarkTest01126,"[327, 328]",high
BenchmarkTest01125,"[327, 328]",high
BenchmarkTest01124,"[327, 328]",high
BenchmarkTest01123,"[327, 328]",high
BenchmarkTest01108,"[327, 328]",high
BenchmarkTest01107,"[327, 328]",high
BenchmarkTest01106,"[327, 328]",high
BenchmarkTest01105,"[327, 328]",high
BenchmarkTest01045,"[327, 328]",high
BenchmarkTest01044,"[327, 328]",high
BenchmarkTest01043,"[327, 328]",high
BenchmarkTest01042,"[327, 328]",high
BenchmarkTest01041,"[327, 328]",high
BenchmarkTest01038,"[327, 328]",high
BenchmarkTest01022,"[327, 328]",high
BenchmarkTest01021,"[327, 328]",high
BenchmarkTest01020,"[327, 328]",high
BenchmarkTest00967,"[327, 328]",high
BenchmarkTest00966,"[327, 328]",high
BenchmarkTest00965,"[327, 328]",high
BenchmarkTest00964,"[327, 328]",high
BenchmarkTest00963,"[327, 328]",high
BenchmarkTest00961,"[327, 328]",high
BenchmarkTest00946,"[327, 328]",high
BenchmarkTest00945,"[327, 328]",high
BenchmarkTest00877,"[327, 328]",high
BenchmarkTest00878,"[327, 328]",high
BenchmarkTest00875,"[327, 328]",high
BenchmarkTest00876,"[327, 328]",high
BenchmarkTest00871,"[327, 328]",high
BenchmarkTest00868,"[327, 328]",high
BenchmarkTest00868,"[327, 328]",high
BenchmarkTest00872,"[327, 328]",high
BenchmarkTest00870,"[327, 328]",high
BenchmarkTest00869,"[327, 328]",high
BenchmarkTest00869,"[327, 328]",high
BenchmarkTest00859,"[327, 328]",high
BenchmarkTest00796,"[327, 328]",high
BenchmarkTest00798,"[327, 328]",high
BenchmarkTest00797,"[327, 328]",high
BenchmarkTest00794,"[327, 328]",high
BenchmarkTest00790,"[327, 328]",high
BenchmarkTest00789,"[327, 328]",high
BenchmarkTest00710,"[327, 328]",high
BenchmarkTest00705,"[327, 328]",high
BenchmarkTest00708,"[327, 328]",high
BenchmarkTest00703,"[327, 328]",high
BenchmarkTest00703,"[327, 328]",high
BenchmarkTest00704,"[327, 328]",high
BenchmarkTest00704,"[327, 328]",high
BenchmarkTest00640,"[327, 328]",high
BenchmarkTest00638,"[327, 328]",high
BenchmarkTest00641,"[327, 328]",high
BenchmarkTest00639,"[327, 328]",high
BenchmarkTest00637,"[327, 328]",high
BenchmarkTest00634,"[327, 328]",high
BenchmarkTest00636,"[327, 328]",high
BenchmarkTest00635,"[327, 328]",high
BenchmarkTest00631,"[327, 328]",high
BenchmarkTest00631,"[327, 328]",high
BenchmarkTest00618,"[327, 328]",high
BenchmarkTest00617,"[327, 328]",high
BenchmarkTest00616,"[327, 328]",high
BenchmarkTest00531,"[327, 328]",high
BenchmarkTest00531,"[327, 328]",high
BenchmarkTest00536,"[327, 328]",high
BenchmarkTest00540,"[327, 328]",high
BenchmarkTest00532,"[327, 328]",high
BenchmarkTest00537,"[327, 328]",high
BenchmarkTest00533,"[327, 328]",high
BenchmarkTest00534,"[327, 328]",high
BenchmarkTest00524,"[327, 328]",high
BenchmarkTest00466,"[327, 328]",high
BenchmarkTest00465,"[327, 328]",high
BenchmarkTest00464,"[327, 328]",high
BenchmarkTest00462,"[327, 328]",high
BenchmarkTest00462,"[327, 328]",high
BenchmarkTest00450,"[327, 328]",high
BenchmarkTest00451,"[327, 328]",high
BenchmarkTest00449,"[327, 328]",high
BenchmarkTest00448,"[327, 328]",high
BenchmarkTest00374,"[327, 328]",high
BenchmarkTest00371,"[327, 328]",high
BenchmarkTest00372,"[327, 328]",high
BenchmarkTest00358,"[327, 328]",high
BenchmarkTest00355,"[327, 328]",high
BenchmarkTest00357,"[327, 328]",high
BenchmarkTest00356,"[327, 328]",high
BenchmarkTest00354,"[327, 328]",high
BenchmarkTest00346,"[327, 328]",high
BenchmarkTest00346,"[327, 328]",high
BenchmarkTest00273,"[327, 328]",high
BenchmarkTest00274,"[327, 328]",high
BenchmarkTest00272,"[327, 328]",high
BenchmarkTest00269,"[327, 328]",high
BenchmarkTest00266,"[327, 328]",high
BenchmarkTest00266,"[327, 328]",high
BenchmarkTest00268,"[327, 328]",high
BenchmarkTest00267,"[327, 328]",high
BenchmarkTest00267,"[327, 328]",high
BenchmarkTest00228,"[327, 328]",high
BenchmarkTest00229,"[327, 328]",high
BenchmarkTest00227,"[327, 328]",high
BenchmarkTest00223,"[327, 328]",high
BenchmarkTest00223,"[327, 328]",high
BenchmarkTest00226,"[327, 328]",high
BenchmarkTest00214,"[327, 328]",high
BenchmarkTest00213,"[327, 328]",high
BenchmarkTest00143,"[327, 328]",high
BenchmarkTest00141,"[327, 328]",high
BenchmarkTest00141,"[327, 328]",high
BenchmarkTest00130,"[327, 328]",high
BenchmarkTest00127,"[327, 328]",high
BenchmarkTest00129,"[327, 328]",high
BenchmarkTest00128,"[327, 328]",high
BenchmarkTest00076,"[327, 328]",high
BenchmarkTest00075,"[327, 328]",high
BenchmarkTest00074,"[327, 328]",high
BenchmarkTest00071,"[327, 328]",high
BenchmarkTest00073,"[327, 328]",high
BenchmarkTest00070,"[327, 328]",high
BenchmarkTest00059,"[327, 328]",high
BenchmarkTest00046,"[327, 328]",high
BenchmarkTest00035,"[327, 328]",high
BenchmarkTest00029,"[327, 328]",high
BenchmarkTest00019,"[327, 328]",high
BenchmarkTest00003,"[327, 328]",high
